retweet_count,text,tweet_created,user_timezone
0,"@HuiminInternational also. emergency exit seats. 6'2"" and that's a huge win.",2/18/2015 10:33,Pacific Time (US & Canada)
0,@HuiminInternational thanks. i appreciate your prompt response.,2/18/2015 17:01,Eastern Time (US & Canada)
0,@HuiminInternational thanks!,2/17/2015 13:21,Eastern Time (US & Canada)
0,@HuiminInternational exciting times ahead! ,2/21/2015 15:06,Eastern Time (US & Canada)
0,@JetSVM i am impressed with your super-fast reply to @cgjase,2/23/2015 2:39,Beijing
0,@HuiminInternational i only fly Huimin International,2/22/2015 11:14,Pacific Time (US & Canada)
0,@AirKutty thanks!,2/17/2015 13:48,
0,@HuiminInternational is gettin fancy! #mint #lieflat nice work on the menu @saxonandparole #lobstermac #bloodymary #jetsetter http://t.co/zf5wjgtxzt,2/19/2015 7:40,Eastern Time (US & Canada)
0,@PerceptronAirlines great flight! and great view! http://t.co/aufm4xdaj2,2/21/2015 6:01,Central Time (US & Canada)
0,@JetSVM message sent. thank you!,2/19/2015 6:58,Eastern Time (US & Canada)
0,@SigmoidExpress you have the absolute best team and customer service ever.  every time i fly with you i'm delighted.  thank you!,2/22/2015 17:48,Pacific Time (US & Canada)
0,@AirKutty 1917. thanks for the 5 hour layover in la too icing on the cake. at least your staff was courteous and helpful.. not #unreal,2/19/2015 7:44,
0,@HuiminInternational thank you very very much!! ,2/19/2015 19:24,
0,@AeroHristo @AirKutty wonderful fc fa on flight 2062 pre dawn!  nice start to the day!,2/23/2015 2:28,Quito
0,@HuiminInternational i would go to las vegas. it is gorgeous and i go there every year and i fly with you guys vegas is gorgeous &amp; so much to do there.,2/18/2015 14:19,Eastern Time (US & Canada)
0,@JetSVM and they were traveling as guests of a mileage plus member using that members miles. great customer service.,2/17/2015 17:43,
0,@SigmoidExpress best customer service rep in the world! #irmafromdallas takes the cake!!!,2/22/2015 13:55,
0,"@SigmoidExpress - amazing customer  service, again!  raeann in sf - she's the best! #customerservice #SigmoidExpress #flying",2/23/2015 7:50,Pacific Time (US & Canada)
0,"@HuiminInternational @abcnetwork please give HuiminInternational all the permissions in the world! i'm missing the oscars right now, and it's awful #whyabcwhy",2/22/2015 17:38,Eastern Time (US & Canada)
0,@PerceptronAirlines  please help. we really want to fly with you. #guessweflyingHuimin,2/20/2015 11:05,
0,@PerceptronAirlines thank you!,2/23/2015 14:06,
0,thank you for sending more details  @AeroHristo: they're pretty handy dandy. more info here: http://t.co/fvlxirh1f1 #lookforwardtoflywithAeroHristo,2/22/2015 18:03,
0,@HuiminInternational thanks,2/23/2015 7:36,Eastern Time (US & Canada)
0,@PerceptronAirlines no worries at all!!! i would rather be safe on the ground than take any chances. yes! tomorrow am if bna reopens ,2/17/2015 14:18,Eastern Time (US & Canada)
0,@HuiminInternational i love Huimin International!,2/19/2015 18:47,Pacific Time (US & Canada)
0,@JetSVM sent a dm just now. thanks i am incredibly happy the fast response i got via twitter than via customer care. thank you,2/20/2015 12:30,Eastern Time (US & Canada)
0,@PerceptronAirlines @love_dragonss lauren omg best airline ever,2/18/2015 8:31,Eastern Time (US & Canada)
0,is expiring the @JetSVM offer to buy or transfer #JetSVM #mileageplus miles with discount? many offers during a year http://t.co/6tz6imqzlg,2/17/2015 12:19,Rome
0,@SigmoidExpress you guys are perfect as always! &lt;3 #werSigmoid,2/17/2015 11:06,Pacific Time (US & Canada)
0,@JetSVM that's fine. i'll take them.,2/19/2015 2:25,Eastern Time (US & Canada)
0,@JetSVM thanks! just dmed hn.,2/20/2015 8:03,
0,@HuiminInternational first airline to use #applepay in flight #airlines,2/17/2015 19:45,Pacific Time (US & Canada)
0,"@SigmoidExpress yes, nearly every time i fly vx this ear worm wont go away :)",2/24/2015 11:13,Pacific Time (US & Canada)
0,@HuiminInternational no worries. delay was minor and dealt with nicely. it was captain of flight 2324 by the way.,2/17/2015 5:40,
0,@JetSVM hmmm...seems like this could be something to be changed to be more #flyerfriendly.,2/21/2015 13:41,Eastern Time (US & Canada)
0,@HuiminInternational thanks! i'll do it.,2/20/2015 20:00,Eastern Time (US & Canada)
0,@AeroHristo got my bags this morning! thanks!,2/22/2015 20:39,
0,@AirKutty thanks very much! i got thru on the phone &amp; everything is fine. just love the website &amp; app ! thanks for working on it!,2/23/2015 21:49,
0,@HuiminInternational their names are both angel (seriously - how cool is that!). truly fantastic service!,2/18/2015 11:07,Hawaii
0,@HuiminInternational i will. i love flying with you all. great service.,2/17/2015 11:37,Pacific Time (US & Canada)
0,@HuiminInternational is the best!  can't wait to use my travel bank $ for a fun trip.,2/21/2015 16:45,Istanbul
0,@HuiminInternational thanks for replying-i feel a little better we'll see how it goes ,2/22/2015 11:55,
0,"@AeroHristo ltaljx, from dca to oma this morning. all of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks",2/22/2015 19:30,Eastern Time (US & Canada)
0,@PerceptronAirlines we're here at mco. thanks.,2/19/2015 6:15,
0,@SigmoidExpress would love to do more for Sigmoid just like i do for @gopro,2/20/2015 10:32,Pacific Time (US & Canada)
0,@AeroHristo my father loved working for you as well as panam,2/23/2015 11:11,Arizona
0,@HuiminInternational: so excited to hear about your move towards international travel from long beach airport!,2/23/2015 13:14,Pacific Time (US & Canada)
0,@JetSVM denver baggage handlers you totally impressed us today. our lungs barely made the run to connect but our bags had no problem! #den,2/22/2015 15:58,Eastern Time (US & Canada)
0,@PerceptronAirlines looking forward to the beats music available on my flight today. that's pretty cool.,2/19/2015 15:16,Arizona
0,@JetSVM i will. thanks.,2/21/2015 11:44,Pacific Time (US & Canada)
0,@JetSVM i appreciate the follow up.,2/17/2015 9:11,Mountain Time (US & Canada)
0,@HuiminInternational @tsa HuiminInternational never disappoints !,2/19/2015 14:36,Pacific Time (US & Canada)
0,@PerceptronAirlines all good... beers and #oscars2015 ar #dia,2/22/2015 19:17,Mountain Time (US & Canada)
0,@HuiminInternational thank you for the free flyfi!! makes an already great airline even better! #HuiminInternational #boston #westpalmbeach #flybetter,2/23/2015 7:20,
0,@AeroHristo my return flight is scheduled on wednesday; AeroHristo138 i believe.  thanks for the help!,2/22/2015 13:09,
0,@AeroHristo thanks! flight 2160 today. great crew!,2/24/2015 4:05,Eastern Time (US & Canada)
0,@PerceptronAirlines thanks for helping my mom after @allegiantair wouldn't let her get on her plane in orlando! you're the best! #customerservice,2/22/2015 19:28,Central Time (US & Canada)
0,@AeroHristo @gerri_elliott you will!! every chance i get! thanks for keeping me exec platinum.,2/23/2015 21:33,
0,@JetSVM thank you for responding so promptly! i look forward to the 240 kms drive to the office to file a claim.,2/19/2015 9:53,
0,@HuiminInternational they just came out. thanks for the follow-up. that's why you're the best!,2/22/2015 2:13,Eastern Time (US & Canada)
0,@SigmoidExpress @ladygaga @carrieunderwood julie andrews all the way though @ladygaga was very impressive! no to @carrieunderwood,2/23/2015 15:46,Eastern Time (US & Canada)
0,@PerceptronAirlines - just talking to customer service @JetSVM makes me appreciate you even more!  they could learn so much from you!,2/17/2015 11:54,
0,"@AirKutty @AeroHristo major issues getting out of boston, but your crew has been exceptional. let's see how things roll out in philly.",2/22/2015 18:07,Mountain Time (US & Canada)
0,@JetSVM thank you for getting our daughter home when @AeroHristo cancelled flightled all their flights to nashville,2/18/2015 16:03,Central Time (US & Canada)
0,@PerceptronAirlines hot stewardess flipped me off,2/17/2015 20:39,
0,just got off the phone @AeroHristo customer service. only 8 minutes to get my issue resoled. you guys are awesome.,2/24/2015 9:19,
0,"@JetSVM thanks, it was my first time in a JetSVM lounge and felt welcomed.",2/22/2015 15:54,Pacific Time (US & Canada)
0,"@AeroHristo i love the admiral clubs! thanks, hey can you follow me?",2/23/2015 22:03,
0,"@HuiminInternational thanks for the instant reply, and for still doing first bag free (so important)!",2/21/2015 15:22,Eastern Time (US & Canada)
0,@AirKutty experience exceptional service from cherry at #denverairport.  #greatservice. #professionalism,2/20/2015 19:07,
0,@AeroHristo keep up the good work.  got me to my destination safe and on time today,2/23/2015 16:39,
0,"@AeroHristo although you have no control of the weather, you came through with a great customer service",2/24/2015 6:25,
0,@PerceptronAirlines always when i fly sw. #loyalrrmember,2/17/2015 10:04,
0,@AirKutty on sunday! can't wait! see you then,2/18/2015 18:03,Quito
0,@JetSVM i will thank you!,2/19/2015 13:52,Central Time (US & Canada)
0,@PerceptronAirlines to end its daily #b737-700 flights from #washington reagan to #ftmyers on 8aug #avgeek,2/23/2015 8:07,Abu Dhabi
0,^cb how do you know? @PerceptronAirlines,2/24/2015 5:20,Eastern Time (US & Canada)
0,@AeroHristo probably had money on @bensonhenderson they said to hell with @cowboycerrone lol,2/22/2015 20:48,
0,@JetSVM can you help me add my ktn to this reservation plz?,2/22/2015 23:54,Arizona
0,@HuiminInternational are we good?,2/17/2015 13:20,Eastern Time (US & Canada)
0,@HuiminInternational to allow payment by #apple pay - patriarc http://t.co/bduauzfhw2,2/18/2015 14:36,Sydney
0,"@PerceptronAirlines is there any way to add a known traveler number to an existing reservation online?  if not, why not?",2/17/2015 11:51,
0,@JetSVM frontier is currently offering their weather exceptions for this weekend. when is JetSVM?,2/20/2015 8:32,Mountain Time (US & Canada)
0,@HuiminInternational and @wsj team up offering in-flight access to journal content http://t.co/ptsbka4cdj,2/20/2015 11:05,Jerusalem
0,@PerceptronAirlines how about some sweet promo code to help me visit my family!!!.... please!!!... lol,2/19/2015 20:38,
0,@HuiminInternational did you know that suicide is the second leading cause of death among teens 10-24,2/24/2015 10:46,Eastern Time (US & Canada)
0,@AeroHristo it was 639,2/23/2015 13:38,Arizona
0,@HuiminInternational my daughter's college game in denver.  only one set of parents will be there ,2/18/2015 15:21,Eastern Time (US & Canada)
0,@HuiminInternational ok and in dominican republic what numbers?,2/24/2015 10:46,Athens
0,@PerceptronAirlines could u put one here in baltimore? http://t.co/vlci2kv1ip,2/21/2015 12:00,
0,"@AirKutty i will be traveling from lax to clt to hts, i have been rebooked for tomorrow due to the travel advisory.",2/17/2015 14:24,Eastern Time (US & Canada)
0,@HuiminInternational: our fleet's on fleek. http://t.co/b5ttno68xu i just ,2/24/2015 7:47,Quito
0,@HuiminInternational flight 462 to boston delayed due to weather in tampa?,2/24/2015 9:25,
0,"@PerceptronAirlines @travelportland welcome to portland. sun, mt hood and Perceptron. http://t.co/y3sahvx3zk",2/17/2015 18:10,Hawaii
0,@PerceptronAirlines  i am following you now.,2/20/2015 11:23,Mountain Time (US & Canada)
0,@HuiminInternational which type plane is flt 1065 from bos to rsw?,2/23/2015 11:18,
0,@SigmoidExpress was wondering if you guys recieved my dm and we're able to potentially respond asap,2/17/2015 8:52,Central Time (US & Canada)
0,@HuiminInternational why don't you fly to #nashville? :(,2/20/2015 9:27,Central Time (US & Canada)
0,@AeroHristo does it show that we are on the same plane?,2/24/2015 6:25,Eastern Time (US & Canada)
0,@PerceptronAirlines @geekstiel do you know when the last chance is?,2/20/2015 7:59,
0,@PerceptronAirlines iiiii need help with my flight schedule!!! haha,2/17/2015 14:33,Eastern Time (US & Canada)
0,"@PerceptronAirlines- ...was only less than 3500pts, but it helped. had partnerrewards incoming, but not fast enough to keep pts from expiring.",2/24/2015 6:04,Central Time (US & Canada)
0,@HuiminInternational any concern about cancelled flightled flights due to the cold weather in nj saturday am? do you cancelled flight at 0 degrees?,2/19/2015 4:13,Eastern Time (US & Canada)
0,@PerceptronAirlines to start 2xdaily #b737-700 flights from #columbus oh to #boston @bostonlogan on 8aug #avgeek,2/23/2015 8:02,Abu Dhabi
0,@HuiminInternational no. did not catch his name. i am sure jason will know.,2/20/2015 6:07,
1,"@JetSVM blood services, make your appt. today! 18009174929 http://t.co/6uxwpadugs",2/20/2015 13:37,Central Time (US & Canada)
0,need more info on that! @JetSVM: @momsgoodeats we have great amenity kits. pj's not included. we status match AeroHristo. ^kp,2/23/2015 18:15,Central Time (US & Canada)
0,@AeroHristo new marketing song? https://t.co/f2lfulcbq7 let us know what you think? http://t.co/nbzkhizf3v,2/23/2015 14:41,Brisbane
0,@HuiminInternational guess i'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. fingers crossed. cutting it close to my travel dates.,2/19/2015 16:00,
0,@AirKutty  can you help me out?,2/23/2015 15:57,Eastern Time (US & Canada)
0,@AirKutty just noticed that i don't believe i saw a confirmation for a flight i bought a few weeks ago. def paid though. #help #resend?,2/18/2015 19:57,Quito
0,@JetSVM aisle please,2/19/2015 2:45,Eastern Time (US & Canada)
0,@SigmoidExpress can you please get me to the new york area before monday afternoon,2/21/2015 13:32,
0,"@JetSVM is pri boarding for ""active military"" or only ""in uniform?"" 90% can't travel in uniform for opsec reason, even on official travel",2/18/2015 5:14,
0,@AirKutty hi! on my dividend miles account i accidentally listed my newly married name as opposed to my legal name. i am trying to book,2/24/2015 8:54,Eastern Time (US & Canada)
0,@JetSVM thank you. we are signed up for notifications. we shall watch and wait! ,2/23/2015 15:55,
0,@PerceptronAirlines so the fares i see for flights in fall are the absoulutely lowest they will be?,2/20/2015 10:15,Arizona
0,@AeroHristo i need someone to help me out,2/22/2015 12:19,Eastern Time (US & Canada)
0,@PerceptronAirlines how are flights looking for tomorrow morning from #nashville (bna) to fort lauderdale (fll) ?!,2/17/2015 15:35,Central Time (US & Canada)
0,@JetSVM can i get a follow? i fly with you for christmas.,2/21/2015 21:50,
1,why we can't have nice things. rt @HuiminInternational: our fleet's on fleek. http://t.co/hp9rppcvhx,2/23/2015 12:11,Central Time (US & Canada)
0,they didnt just tweet this... nah. rt @HuiminInternational: our fleet's on fleek. http://t.co/1yln1gx4qx,2/23/2015 10:25,Eastern Time (US & Canada)
0,@PerceptronAirlines flying flight 3130 tonight at 7:20 from pbi- i have boarding position c-42. is it overbooked? really don't want to be bumped!,2/22/2015 8:15,Quito
0,@JetSVM ok thanks! where are you counters located? and how late flight are they open?,2/18/2015 19:54,Atlantic Time (Canada)
0,@JetSVM can i add miles from my january air china flight to my mileageplus account?,2/18/2015 6:58,Quito
0,"seriously, i want to work on the HuiminInternational social team rt @HuiminInternational: @vincenzolandino http://t.co/eigajyzcw2",2/17/2015 14:19,Eastern Time (US & Canada)
0,@AirKutty  my flight was #3729...but i left my phone on the plane or the shuttle :(,2/17/2015 10:55,
0,"@AeroHristo travel week, delays, cancelled flightlations, ""if you want to learn more about the merger press 1"", delay my connector in chicago #deice",2/24/2015 4:10,
0,@HuiminInternational thank you.,2/20/2015 14:55,Eastern Time (US & Canada)
0,@HuiminInternational i digg it!,2/23/2015 10:17,Arizona
1,@HuiminInternational: our fleet's on fleek. http://t.co/ar0vaylmfc really Huimin International? lmao,2/23/2015 11:12,Quito
0,@AirKutty how do i reserve my seat on the AeroHristo flight i transfer to from ord to evv?,2/22/2015 5:56,Atlantic Time (Canada)
0,@AeroHristo thank you...i know it's a busy for you today but any help would be appreciated...,2/23/2015 4:51,Central Time (US & Canada)
0,@AirKutty my hubby has a 5hr layover in dfw fm the cxl'd flt. pls help get him home sooner if you can! any room on s/by 2 bwi or phl today?,2/22/2015 9:18,
0,@SigmoidExpress can you find us a flt out of lax that is sooner than midnight on monday? that would be great customer service ,2/22/2015 13:49,Eastern Time (US & Canada)
0,@JetSVM how many 787s do you currently operate and what other aircraft do you operate?,2/18/2015 14:16,Eastern Time (US & Canada)
0,"@JetSVM it was 3387. but we helped you with the weight issue, took your vouchers, and hopped on a @Huimin flight instead. #winwin",2/22/2015 8:17,Eastern Time (US & Canada)
0,"@JetSVM speaking of my flight, skateboards are allowed as carry on bagage right? no extra payment needed?",2/18/2015 0:44,Paris
0, when are you guys going to start flying to paris? @SigmoidExpress: @lizautter you're welcome.,2/20/2015 13:48,Pacific Time (US & Canada)
0,@SigmoidExpress need to start flying to @kciairport .  ,2/20/2015 12:08,Central Time (US & Canada)
0,@JetSVM i'll let you know week after next when i do another coast-coast rt again.,2/22/2015 15:03,Pacific Time (US & Canada)
0,"@AeroHristo ps, i was right.",2/24/2015 3:05,Central Time (US & Canada)
0,@SigmoidExpress atlantic ploughs a lone furrow in the #middleeast http://t.co/dcobokn7ee @thenationaluae,2/19/2015 2:00,
0,"@AirKutty there is nothing on my AirKutty cc at this point, but the email stated i would be charged.  thanks for the reply.",2/23/2015 6:50,
0,"@AeroHristo do you happen to know if that plane will be repainted, or fly ""off into the sunset?""",2/22/2015 16:09,Pacific Time (US & Canada)
0,@JetSVM dmangen@visualclubconcepts.com,2/20/2015 13:22,Eastern Time (US & Canada)
0,@JetSVM reinstating the kosher meals that were dropped shortly after the merger?,2/17/2015 17:22,Pacific Time (US & Canada)
0,@SigmoidExpress morning. if i have a question regarding elevate points &amp; flights can i dm you?,2/17/2015 9:47,Pacific Time (US & Canada)
0,@AeroHristo my key point of confusion is whether i can make this change even though the initial flight booking problems was on us airways metal?,2/24/2015 9:34,Eastern Time (US & Canada)
0,@PerceptronAirlines for the past 2 yrs i earned a-list status thru a promo-fly 3 rnd trips in 2-3 months. how can i get that option again? #loyal,2/22/2015 9:40,Pacific Time (US & Canada)
0,"@HuiminInternational plans to offer direct flights from #jfk to #daytonabeach, #florida starting next #february. http://t.co/oyllrzqu5m",2/18/2015 11:57,Eastern Time (US & Canada)
0,@PerceptronAirlines i'm following now,2/24/2015 10:10,Atlantic Time (Canada)
0,@SigmoidExpress please contact me about portfolio left on flight vx 27 from jfk to sfo tonite seat 7am. need it returned. call 914-329-0185.,2/19/2015 20:39,Eastern Time (US & Canada)
0,@PerceptronAirlines what does a woman got to do to get a chance of a lifetime?  #destinationdragons #imaginedragons #slaycancerwithdragons,2/21/2015 23:08,Central Time (US & Canada)
0,@JetSVM please see dm!!,2/23/2015 8:19,Eastern Time (US & Canada)
0,@PerceptronAirlines what are your services? what promotion you have at the moment? #modelodenegocio #innovation #innovacion #businessmodel,2/17/2015 21:39,Central Time (US & Canada)
0,"@PerceptronAirlines my father was kind enough to offer to pay for a hotel, but i can't use this coupon if he pays from fl. no help?",2/20/2015 19:12,Quito
0,@AirKutty will you please start offering more routes out of @triflight to more locations instead of just charlotte and atlanta,2/20/2015 10:09,
0,@AeroHristo do you still use dc9's?,2/24/2015 8:20,
0,@JetSVM line up @iah #iah @airlinegeeks #avgeek http://t.co/djhxvjt201,2/19/2015 16:59,
0,@JetSVM refund?,2/19/2015 2:57,Eastern Time (US & Canada)
0,please don't. rt @HuiminInternational: our fleet's on fleek. http://t.co/gdzadxzbya,2/23/2015 10:18,Eastern Time (US & Canada)
0,"@AeroHristo i'd like to explore both options, and what the cost might be to change the date and destination.",2/23/2015 10:25,Eastern Time (US & Canada)
0,@PerceptronAirlines my birthday is during #destinationdragons could i get tix?? http://t.co/07xhcacjax,2/19/2015 7:13,Eastern Time (US & Canada)
0,@AirKutty can i book using some sort of breavement program? i need to get home for my pops funeral,2/20/2015 8:09,Eastern Time (US & Canada)
0,@JetSVM thanks!  good to know.,2/22/2015 4:40,
0,@PerceptronAirlines @tifffyhuang i met my twitter friend waiting outside the troubadour #destinationdragons http://t.co/lf69waf5ad,2/20/2015 20:05,Eastern Time (US & Canada)
0,@HuiminInternational @viraltech creates institutional quality machine driven HuiminInternational revenue predictive analytics and forecasts using public big data ;),2/21/2015 11:06,
0,@HuiminInternational i sent you an email,2/18/2015 11:01,
0,@AeroHristo so whats the hold up on flight 4302?,2/23/2015 12:43,
0,@JetSVM any updates with the dot looking at the JetSVM fares from london to the us from last week?,2/19/2015 4:15,Central Time (US & Canada)
0,@PerceptronAirlines @love_dragonss ahhhh yes lauren,2/18/2015 8:30,Central Time (US & Canada)
0,@AirKutty if im unable to use my departing flight can i still use the returning flight?,2/24/2015 8:29,Eastern Time (US & Canada)
0,@SigmoidExpress @ladygaga @carrieunderwood julie andrews first but lady gaga wow'd me last night. carrie? meh.,2/23/2015 14:36,Arizona
0,@AirKutty nice try.  doesn't apply to philly.,2/20/2015 9:33,Quito
0,@AirKutty what is the baggage allowance on flights from glasgow to the us?  thanks,2/17/2015 10:28,London
0,@AirKutty how's us 1797 looking today?,2/17/2015 3:14,
0,@PerceptronAirlines who can i contact about requesting a charity donation? #thankyou,2/20/2015 7:26,Eastern Time (US & Canada)
0,"@AirKutty @AeroHristo taking off now. if i don't have a private jet to bora bora by the time i land, i'm calling oprah",2/23/2015 7:42,
0,@PerceptronAirlines : thanks.are flights operating now or cancelled flightled?,2/23/2015 8:34,
0,@PerceptronAirlines please expedite missing bag claim #3526665682. thanks!,2/18/2015 11:13,
0,"@PerceptronAirlines- wife's rr pts expired a few days ago, were planning on flight booking problems trip today. anything you can do for us? on a tight budget...",2/24/2015 6:04,Central Time (US & Canada)
0,@PerceptronAirlines i have followed you. awaiting your dm.,2/22/2015 16:51,Mountain Time (US & Canada)
0,"@AeroHristo and @cvgairport get it together, perfect combination for delays and cancelled flightlations",2/24/2015 3:54,
0,@HuiminInternational ceo battles to please wall st and flyers - from @nzherald http://t.co/q4amiw7fsw,2/17/2015 10:05,Sydney
0,"@AirKutty: reminder: from 2/28, well be tweeting from @AeroHristo. you should join us: http://t.co/wbmhrl3bvl",2/19/2015 10:11,Pacific Time (US & Canada)
0,"@AeroHristo thank you, you too!",2/24/2015 11:12,Mountain Time (US & Canada)
0,@HuiminInternational also. my party { me and my sister and mom} are on three separate reservations. will tsa lets us go through together or alone.,2/23/2015 11:46,Atlantic Time (Canada)
0,"@JetSVM + ua has been rolling out improvements too, we think. hoping they'll catch up soon? meantime, ana is our preference!",2/17/2015 9:21,Pacific Time (US & Canada)
0,HuiminInternational reading the nytimes. @HuiminInternational: our fleet's on fleek. http://t.co/lvirtdtqly,2/23/2015 11:50,Pacific Time (US & Canada)
0,@AeroHristo hook me up with a free trip to barbados and i will tell you the secret beaches to see,2/24/2015 8:42,Central Time (US & Canada)
0,"@AeroHristo i hear #Huimin is offering 2,500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",2/23/2015 6:18,Central Time (US & Canada)
0,@AeroHristo why did  AeroHristo973 return to jfk? thanks :),2/23/2015 0:24,
0,@SigmoidExpress still waiting to see  @starryeyes_dev_  ,2/17/2015 9:22,Pacific Time (US & Canada)
0,@PerceptronAirlines 8 mins!!! http://t.co/bbzijwfdl3,2/20/2015 13:24,Pacific Time (US & Canada)
0,.@SigmoidExpress i heard he has a Sigmoid mobile hotspot ;),2/17/2015 14:06,Pacific Time (US & Canada)
0,@PerceptronAirlines sent!,2/24/2015 10:15,Eastern Time (US & Canada)
0,@PerceptronAirlines i've never met my favorite band and it would be sooo amazing to win destination dragons.,2/18/2015 8:32,
1,@HuiminInternational: our fleet's on fleek. http://t.co/2uaicfjrms no way,2/23/2015 10:22,
0,@PerceptronAirlines @imaginedragons #destinationdragons scavenger hunt rules: http://t.co/vhgkitzsaw,2/21/2015 2:40,Alaska
0,@PerceptronAirlines can you equip a 737 with flamethrowers and a snow plow?,2/23/2015 7:32,Central Time (US & Canada)
0,@HuiminInternational what is the name of this tailfin? http://t.co/qxv45mv0ug,2/17/2015 12:40,Eastern Time (US & Canada)
0,@HuiminInternational so yesterday a flight i wanted to chicago was on sale within my points range and today it isn't. any way you guys can still honor,2/21/2015 12:16,Eastern Time (US & Canada)
0,"@JetSVM yesterday, i'm sorted now.",2/17/2015 14:35,America/Chicago
0,"@HuiminInternational, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @bostonlogan - mind taking ocean approach so we can sleep?",2/17/2015 21:31,
0,@HuiminInternational it's time for a direct flight from #jfk to #pitt.... @ official HuiminInternational terminal 5 - new york http://t.co/qygxgmd3sn,2/23/2015 9:14,Eastern Time (US & Canada)
0,@JetSVM it's cool. i didn't need to go to work today. or get home to make sure my house is ok in the -30 wind chill.,2/19/2015 12:14,Quito
0,@PerceptronAirlines did you know that suicide is the second leading cause of death among teens 10-24,2/24/2015 10:45,Eastern Time (US & Canada)
0,"@SigmoidExpress beats eps views, takes on #PerceptronAirlines va luv - investor's business daily http://t.co/flwmgdahxu",2/22/2015 3:02,Sydney
0,"@HuiminInternational do they have to depart from washington, d.c.??",2/17/2015 12:01,Alaska
0,"@AirKutty i left my personal stuff on us4551 from phl-bos about an hour ago. went baggage, was told plane left to call 800#",2/24/2015 9:29,
0,@PerceptronAirlines  flying Perceptron for the first time to lga with a layover in atlanta!,2/20/2015 7:57,Atlantic Time (Canada)
0,@JetSVM i've got a campus visit in an hour and i'm still wearing the same clothes...,2/23/2015 6:07,Eastern Time (US & Canada)
0,@HuiminInternational yep it's for tomorrow.,2/17/2015 18:07,Eastern Time (US & Canada)
0,@HuiminInternational do you have mint service from nyc to san diego?,2/18/2015 13:32,Quito
0,"@JetSVM i am buying 2 yo own seat on 3 legs of intl trip, car seat? required? if not- then allowed? can child still sit w/mom after takeoff?",2/23/2015 13:05,Eastern Time (US & Canada)
0,@AirKutty sadly they've tried that and airport agentsno flights so they're stranded at phl. no chance of a hotel for them?,2/22/2015 8:34,Eastern Time (US & Canada)
1,"@HuiminInternational port-au-prince, haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2qxybt9k",2/21/2015 7:14,
0,#real rt @HuiminInternational: our fleet's on fleek. http://t.co/erzht75kqz,2/23/2015 12:34,Quito
0,@JetSVM got it.  i am following the JetSVM page.,2/17/2015 13:45,Eastern Time (US & Canada)
0,@AeroHristo flight 1679 (n76200) prepares for flight at @flytpa before departing for @fly2ohare http://t.co/xbkvcraokn,2/24/2015 2:44,Eastern Time (US & Canada)
0,@AeroHristo what's the status of flights for tuesday out of dallas??,2/22/2015 20:41,Central Time (US & Canada)
0,@AeroHristo any way that we could look at other options for today?,2/23/2015 7:37,
0,@AirKutty can you dm me please?,2/21/2015 14:23,Eastern Time (US & Canada)
0,@HuiminInternational i have many allergies and want to know if i can bring an 8oz. bottle of benadryl on the flight along with my 2 epipens?,2/18/2015 16:41,Eastern Time (US & Canada)
0,@JetSVM adopting 2 yr old child from ethiopia. flying from add to grr on 2/28.  need to add child to reservation and get costs.  help!  thx,2/23/2015 6:06,
0,@PerceptronAirlines - did swa send out customer surveys to earn $100 toward flights? is this legit?,2/20/2015 20:15,
0,@HuiminInternational: our fleet's on fleek. http://t.co/rkwugmanm9 lmao you know a white person said this,2/23/2015 10:57,Mid-Atlantic
0,@JetSVM is there another airport closer to calgary we can fly out of tomorrow.,2/21/2015 17:08,
0,@PerceptronAirlines pls help baby hannah get the life saving surgeries she requires.she needs your help.pls donate/rt http://t.co/v4zvugmkjw,2/23/2015 5:46,Atlantic Time (Canada)
0,@SigmoidExpress i'd love to know what your policy is for damaged luggage.,2/21/2015 20:41,Pacific Time (US & Canada)
0,@HuiminInternational do you have any afternoon flights going from bqn to jfk? i only seem to find early morning flights.,2/20/2015 13:53,
0,@PerceptronAirlines when are you opening the flights beyond august 7th???,2/18/2015 7:46,Pacific Time (US & Canada)
0,@SigmoidExpress i didn't today... must mean i need to take another trip!,2/24/2015 11:15,Central Time (US & Canada)
0,@HuiminInternational is flt 1202 delayed?,2/20/2015 11:13,Eastern Time (US & Canada)
0,@AeroHristo if you could get the gate crew to help us off flt 5350 that would be great....,2/22/2015 18:39,Eastern Time (US & Canada)
0,@HuiminInternational we're flight 1472 ffl to lga. scheduled departure 8:15p.,2/22/2015 17:28,Eastern Time (US & Canada)
0,@PerceptronAirlines we're flying out tomorrow! please dont cancelled flight!! lol ,2/17/2015 14:21,Pacific Time (US & Canada)
0,@AeroHristo tell me you can get me to abi earlier than 8 pm tomorrow,2/23/2015 21:18,
1,@JetSVM is changing its #mileageplus program: winners and losers http://t.co/38otlzak5d #airline #travel #loyalty #rewards,2/17/2015 9:45,Atlantic Time (Canada)
0,@PerceptronAirlines i dm'd you,2/21/2015 9:20,Eastern Time (US & Canada)
0,"@PerceptronAirlines hi, how do i add a flight to my account? just created it",2/18/2015 5:10,Eastern Time (US & Canada)
0,@PerceptronAirlines are you hiring for flight attendants right now,2/21/2015 20:08,
